Pasar,Komoditas,Tanggal,Harga_Prediksi
Pasar Sumber,Beras Premium Super,2026-07-10,12000.0
Pasar Sumber,Beras Premium Super,2026-07-11,12000.0
Pasar Sumber,Beras Premium Super,2026-07-12,12000.0
Pasar Sumber,Beras Premium Super,2026-07-13,12000.0
Pasar Sumber,Beras Premium Super,2026-07-14,12000.0
Pasar Sumber,Beras Premium Super,2026-07-15,12000.0
Pasar Sumber,Beras Premium Super,2026-07-16,12000.0
Pasar Sumber,Beras Premium Super,2026-07-17,12000.0
Pasar Sumber,Beras Premium I,2026-07-04,16000.0
Pasar Sumber,Beras Premium I,2026-07-05,16000.0
Pasar Sumber,Beras Premium I,2026-07-06,16000.0
Pasar Sumber,Beras Premium I,2026-07-07,16000.0
Pasar Sumber,Beras Premium I,2026-07-08,16000.0
Pasar Sumber,Beras Premium I,2026-07-09,16000.0
Pasar Sumber,Beras Premium I,2026-07-10,16000.0
Pasar Sumber,Beras Premium I,2026-07-11,16000.0
Pasar Sumber,Beras Premium I,2026-07-12,16000.0
Pasar Sumber,Beras Premium I,2026-07-13,16000.0
Pasar Sumber,Beras Premium I,2026-07-14,16000.0
Pasar Sumber,Beras Premium I,2026-07-15,15500.0
Pasar Sumber,Beras Premium I,2026-07-16,15500.0
Pasar Sumber,Beras Premium I,2026-07-17,15500.0
Pasar Sumber,Besi Beton 10 mm,2026-07-04,20000.0
Pasar Sumber,Besi Beton 10 mm,2026-07-05,20000.0
Pasar Sumber,Besi Beton 10 mm,2026-07-06,20000.0
Pasar Sumber,Besi Beton 10 mm,2026-07-07,20000.0
Pasar Sumber,Besi Beton 10 mm,2026-07-08,20000.0
Pasar Sumber,Besi Beton 10 mm,2026-07-09,20500.0
Pasar Sumber,Besi Beton 10 mm,2026-07-10,21000.0
Pasar Sumber,Besi Beton 10 mm,2026-07-11,21000.0
Pasar Sumber,Besi Beton 10 mm,2026-07-12,21000.0
Pasar Sumber,Besi Beton 10 mm,2026-07-13,21000.0
Pasar Sumber,Besi Beton 10 mm,2026-07-14,21000.0
Pasar Sumber,Besi Beton 10 mm,2026-07-15,21000.0
Pasar Sumber,Besi Beton 10 mm,2026-07-16,21000.0
Pasar Sumber,Besi Beton 10 mm,2026-07-17,21000.0
Pasar Sumber,Cakra Kembar,2026-07-04,20000.0
Pasar Sumber,Cakra Kembar,2026-07-05,20000.0
Pasar Sumber,Cakra Kembar,2026-07-06,20000.0
Pasar Sumber,Cakra Kembar,2026-07-07,20000.0
Pasar Sumber,Cakra Kembar,2026-07-08,20000.0
Pasar Sumber,Cakra Kembar,2026-07-09,20000.0
Pasar Sumber,Cakra Kembar,2026-07-10,20000.0
Pasar Sumber,Cakra Kembar,2026-07-11,20000.0
Pasar Sumber,Cakra Kembar,2026-07-12,20000.0
Pasar Sumber,Cakra Kembar,2026-07-13,20000.0
Pasar Sumber,Cakra Kembar,2026-07-14,20000.0
Pasar Sumber,Cakra Kembar,2026-07-15,20000.0
Pasar Sumber,Cakra Kembar,2026-07-16,20000.0
Pasar Sumber,Cakra Kembar,2026-07-17,20000.0
Pasar Sumber,Buncis,2026-07-04,20000.0
Pasar Sumber,Buncis,2026-07-05,20000.0
Pasar Sumber,Buncis,2026-07-06,20000.0
Pasar Sumber,Buncis,2026-07-07,20000.0
Pasar Sumber,Buncis,2026-07-08,20000.0
Pasar Sumber,Buncis,2026-07-09,20000.0
Pasar Sumber,Buncis,2026-07-10,20000.0
Pasar Sumber,Buncis,2026-07-11,20000.0
Pasar Sumber,Buncis,2026-07-12,20000.0
Pasar Sumber,Buncis,2026-07-13,20000.0
Pasar Sumber,Buncis,2026-07-14,20000.0
Pasar Sumber,Buncis,2026-07-15,20000.0
Pasar Sumber,Buncis,2026-07-16,20000.0
Pasar Sumber,Buncis,2026-07-17,20000.0
Pasar Sumber,Cabe Hijau,2026-07-04,20000.0
Pasar Sumber,Cabe Hijau,2026-07-05,20000.0
Pasar Sumber,Cabe Hijau,2026-07-06,20000.0
Pasar Sumber,Cabe Hijau,2026-07-07,20000.0
Pasar Sumber,Cabe Hijau,2026-07-08,20000.0
Pasar Sumber,Cabe Hijau,2026-07-09,20000.0
Pasar Sumber,Cabe Hijau,2026-07-10,20000.0
Pasar Sumber,Cabe Hijau,2026-07-11,20000.0
Pasar Sumber,Cabe Hijau,2026-07-12,20000.0
Pasar Sumber,Cabe Hijau,2026-07-13,20000.0
Pasar Sumber,Cabe Hijau,2026-07-14,20000.0
Pasar Sumber,Cabe Hijau,2026-07-15,20000.0
Pasar Sumber,Cabe Hijau,2026-07-16,19500.0
Pasar Sumber,Cabe Hijau,2026-07-17,19500.0
Pasar Sumber,Cumi Asin,2026-07-04,120000.0
Pasar Sumber,Cumi Asin,2026-07-05,120000.0
Pasar Sumber,Cumi Asin,2026-07-06,120000.0
Pasar Sumber,Cumi Asin,2026-07-07,120000.0
Pasar Sumber,Cumi Asin,2026-07-08,120000.0
Pasar Sumber,Cumi Asin,2026-07-09,120000.0
Pasar Sumber,Cumi Asin,2026-07-10,120000.0
Pasar Sumber,Cumi Asin,2026-07-11,120000.0
Pasar Sumber,Cumi Asin,2026-07-12,120000.0
Pasar Sumber,Cumi Asin,2026-07-13,120000.0
Pasar Sumber,Cumi Asin,2026-07-14,120000.0
Pasar Sumber,Cumi Asin,2026-07-15,120000.0
Pasar Sumber,Cumi Asin,2026-07-16,120000.0
Pasar Sumber,Cumi Asin,2026-07-17,120000.0
Pasar Sumber,Cabe Merah Biasa,2026-07-04,30000.0
Pasar Sumber,Cabe Merah Biasa,2026-07-05,30000.0
Pasar Sumber,Cabe Merah Biasa,2026-07-06,30500.0
Pasar Sumber,Cabe Merah Biasa,2026-07-07,29500.0
Pasar Sumber,Cabe Merah Biasa,2026-07-08,30000.0
Pasar Sumber,Cabe Merah Biasa,2026-07-09,30500.0
Pasar Sumber,Cabe Merah Biasa,2026-07-10,31500.0
Pasar Sumber,Cabe Merah Biasa,2026-07-11,33000.0
Pasar Sumber,Cabe Merah Biasa,2026-07-12,34000.0
Pasar Sumber,Cabe Merah Biasa,2026-07-13,34000.0
Pasar Sumber,Cabe Merah Biasa,2026-07-14,33500.0
Pasar Sumber,Cabe Merah Biasa,2026-07-15,31500.0
Pasar Sumber,Cabe Merah Biasa,2026-07-16,30500.0
Pasar Sumber,Cabe Merah Biasa,2026-07-17,30500.0
Pasar Sumber,Cabe Merah Keriting,2026-07-04,40000.0
Pasar Sumber,Cabe Merah Keriting,2026-07-05,40500.0
Pasar Sumber,Cabe Merah Keriting,2026-07-06,40500.0
Pasar Sumber,Cabe Merah Keriting,2026-07-07,40000.0
Pasar Sumber,Cabe Merah Keriting,2026-07-08,39500.0
Pasar Sumber,Cabe Merah Keriting,2026-07-09,40000.0
Pasar Sumber,Cabe Merah Keriting,2026-07-10,38500.0
Pasar Sumber,Cabe Merah Keriting,2026-07-11,37000.0
Pasar Sumber,Cabe Merah Keriting,2026-07-12,35500.0
Pasar Sumber,Cabe Merah Keriting,2026-07-13,33500.0
Pasar Sumber,Cabe Merah Keriting,2026-07-14,33500.0
Pasar Sumber,Cabe Merah Keriting,2026-07-15,33500.0
Pasar Sumber,Cabe Merah Keriting,2026-07-16,33500.0
Pasar Sumber,Cabe Merah Keriting,2026-07-17,32500.0
Pasar Sumber,Cabe Rawit Hijau,2026-07-04,41500.0
Pasar Sumber,Cabe Rawit Hijau,2026-07-05,41000.0
Pasar Sumber,Cabe Rawit Hijau,2026-07-06,41000.0
Pasar Sumber,Cabe Rawit Hijau,2026-07-07,41000.0
Pasar Sumber,Cabe Rawit Hijau,2026-07-08,41500.0
Pasar Sumber,Cabe Rawit Hijau,2026-07-09,41500.0
Pasar Sumber,Cabe Rawit Hijau,2026-07-10,41500.0
Pasar Sumber,Cabe Rawit Hijau,2026-07-11,40000.0
Pasar Sumber,Cabe Rawit Hijau,2026-07-12,38500.0
Pasar Sumber,Cabe Rawit Hijau,2026-07-13,37500.0
Pasar Sumber,Cabe Rawit Hijau,2026-07-14,37500.0
Pasar Sumber,Cabe Rawit Hijau,2026-07-15,37000.0
Pasar Sumber,Cabe Rawit Hijau,2026-07-16,37000.0
Pasar Sumber,Cabe Rawit Hijau,2026-07-17,36500.0
Pasar Sumber,Cabe Rawit Merah,2026-07-04,51000.0
Pasar Sumber,Cabe Rawit Merah,2026-07-05,52000.0
Pasar Sumber,Cabe Rawit Merah,2026-07-06,51500.0
Pasar Sumber,Cabe Rawit Merah,2026-07-07,52000.0
Pasar Sumber,Cabe Rawit Merah,2026-07-08,53500.0
Pasar Sumber,Cabe Rawit Merah,2026-07-09,51500.0
Pasar Sumber,Cabe Rawit Merah,2026-07-10,52000.0
Pasar Sumber,Cabe Rawit Merah,2026-07-11,51500.0
Pasar Sumber,Cabe Rawit Merah,2026-07-12,51500.0
Pasar Sumber,Cabe Rawit Merah,2026-07-13,57500.0
Pasar Sumber,Cabe Rawit Merah,2026-07-14,59000.0
Pasar Sumber,Cabe Rawit Merah,2026-07-15,56000.0
Pasar Sumber,Cabe Rawit Merah,2026-07-16,55500.0
Pasar Sumber,Cabe Rawit Merah,2026-07-17,56500.0
Pasar Sumber,Garam Beryodium Bata,2026-07-04,7000.0
Pasar Sumber,Garam Beryodium Bata,2026-07-05,7000.0
Pasar Sumber,Garam Beryodium Bata,2026-07-06,7000.0
Pasar Sumber,Garam Beryodium Bata,2026-07-07,7000.0
Pasar Sumber,Garam Beryodium Bata,2026-07-08,7000.0
Pasar Sumber,Garam Beryodium Bata,2026-07-09,7000.0
Pasar Sumber,Garam Beryodium Bata,2026-07-10,7000.0
Pasar Sumber,Garam Beryodium Bata,2026-07-11,7000.0
Pasar Sumber,Garam Beryodium Bata,2026-07-12,7000.0
Pasar Sumber,Garam Beryodium Bata,2026-07-13,7000.0
Pasar Sumber,Garam Beryodium Bata,2026-07-14,7000.0
Pasar Sumber,Garam Beryodium Bata,2026-07-15,7000.0
Pasar Sumber,Garam Beryodium Bata,2026-07-16,7000.0
Pasar Sumber,Garam Beryodium Bata,2026-07-17,7000.0
Pasar Sumber,Daging Ayam Broiler,2026-07-04,30000.0
Pasar Sumber,Daging Ayam Broiler,2026-07-05,30000.0
Pasar Sumber,Daging Ayam Broiler,2026-07-06,30000.0
Pasar Sumber,Daging Ayam Broiler,2026-07-07,30000.0
Pasar Sumber,Daging Ayam Broiler,2026-07-08,30000.0
Pasar Sumber,Daging Ayam Broiler,2026-07-09,30000.0
Pasar Sumber,Daging Ayam Broiler,2026-07-10,30000.0
Pasar Sumber,Daging Ayam Broiler,2026-07-11,30000.0
Pasar Sumber,Daging Ayam Broiler,2026-07-12,30000.0
Pasar Sumber,Daging Ayam Broiler,2026-07-13,30000.0
Pasar Sumber,Daging Ayam Broiler,2026-07-14,30000.0
Pasar Sumber,Daging Ayam Broiler,2026-07-15,30000.0
Pasar Sumber,Daging Ayam Broiler,2026-07-16,30000.0
Pasar Sumber,Daging Ayam Broiler,2026-07-17,30500.0
Pasar Sumber,Daging Ayam Kampung,2026-07-04,32000.0
Pasar Sumber,Daging Ayam Kampung,2026-07-05,32000.0
Pasar Sumber,Daging Ayam Kampung,2026-07-06,32000.0
Pasar Sumber,Daging Ayam Kampung,2026-07-07,32000.0
Pasar Sumber,Daging Ayam Kampung,2026-07-08,32000.0
Pasar Sumber,Daging Ayam Kampung,2026-07-09,32000.0
Pasar Sumber,Daging Ayam Kampung,2026-07-10,32000.0
Pasar Sumber,Daging Ayam Kampung,2026-07-11,32000.0
Pasar Sumber,Daging Ayam Kampung,2026-07-12,32000.0
Pasar Sumber,Daging Ayam Kampung,2026-07-13,32000.0
Pasar Sumber,Daging Ayam Kampung,2026-07-14,32000.0
Pasar Sumber,Daging Ayam Kampung,2026-07-15,32000.0
Pasar Sumber,Daging Ayam Kampung,2026-07-16,32000.0
Pasar Sumber,Daging Ayam Kampung,2026-07-17,32000.0
Pasar Sumber,Daging Kambing,2026-07-04,170000.0
Pasar Sumber,Daging Kambing,2026-07-05,170000.0
Pasar Sumber,Daging Kambing,2026-07-06,170000.0
Pasar Sumber,Daging Kambing,2026-07-07,170000.0
Pasar Sumber,Daging Kambing,2026-07-08,170000.0
Pasar Sumber,Daging Kambing,2026-07-09,170000.0
Pasar Sumber,Daging Kambing,2026-07-10,170000.0
Pasar Sumber,Daging Kambing,2026-07-11,170000.0
Pasar Sumber,Daging Kambing,2026-07-12,170000.0
Pasar Sumber,Daging Kambing,2026-07-13,170000.0
Pasar Sumber,Daging Kambing,2026-07-14,170000.0
Pasar Sumber,Daging Kambing,2026-07-15,170000.0
Pasar Sumber,Daging Kambing,2026-07-16,169500.0
Pasar Sumber,Daging Kambing,2026-07-17,169500.0
Pasar Sumber,Daging Sapi Kw 2,2026-07-04,110000.0
Pasar Sumber,Daging Sapi Kw 2,2026-07-05,110000.0
Pasar Sumber,Daging Sapi Kw 2,2026-07-06,110000.0
Pasar Sumber,Daging Sapi Kw 2,2026-07-07,110000.0
Pasar Sumber,Daging Sapi Kw 2,2026-07-08,110000.0
Pasar Sumber,Daging Sapi Kw 2,2026-07-09,110000.0
Pasar Sumber,Daging Sapi Kw 2,2026-07-10,110000.0
Pasar Sumber,Daging Sapi Kw 2,2026-07-11,110000.0
Pasar Sumber,Daging Sapi Kw 2,2026-07-12,110500.0
Pasar Sumber,Daging Sapi Kw 2,2026-07-13,110500.0
Pasar Sumber,Daging Sapi Kw 2,2026-07-14,110000.0
Pasar Sumber,Daging Sapi Kw 2,2026-07-15,110500.0
Pasar Sumber,Daging Sapi Kw 2,2026-07-16,110000.0
Pasar Sumber,Daging Sapi Kw 2,2026-07-17,110000.0
Pasar Sumber,Garam Beryodium,2026-07-04,2000.0
Pasar Sumber,Garam Beryodium,2026-07-05,2000.0
Pasar Sumber,Garam Beryodium,2026-07-06,2000.0
Pasar Sumber,Garam Beryodium,2026-07-07,2000.0
Pasar Sumber,Garam Beryodium,2026-07-08,2000.0
Pasar Sumber,Garam Beryodium,2026-07-09,2000.0
Pasar Sumber,Garam Beryodium,2026-07-10,2000.0
Pasar Sumber,Garam Beryodium,2026-07-11,2000.0
Pasar Sumber,Garam Beryodium,2026-07-12,2000.0
Pasar Sumber,Garam Beryodium,2026-07-13,2000.0
Pasar Sumber,Garam Beryodium,2026-07-14,2000.0
Pasar Sumber,Garam Beryodium,2026-07-15,2000.0
Pasar Sumber,Garam Beryodium,2026-07-16,2000.0
Pasar Sumber,Garam Beryodium,2026-07-17,2000.0
Pasar Sumber,Daging Sapi Murni,2026-07-04,154000.0
Pasar Sumber,Daging Sapi Murni,2026-07-05,153000.0
Pasar Sumber,Daging Sapi Murni,2026-07-06,152500.0
Pasar Sumber,Daging Sapi Murni,2026-07-07,151500.0
Pasar Sumber,Daging Sapi Murni,2026-07-08,150000.0
Pasar Sumber,Daging Sapi Murni,2026-07-09,149000.0
Pasar Sumber,Daging Sapi Murni,2026-07-10,148500.0
Pasar Sumber,Daging Sapi Murni,2026-07-11,148000.0
Pasar Sumber,Daging Sapi Murni,2026-07-12,148000.0
Pasar Sumber,Daging Sapi Murni,2026-07-13,147500.0
Pasar Sumber,Daging Sapi Murni,2026-07-14,149500.0
Pasar Sumber,Daging Sapi Murni,2026-07-15,151500.0
Pasar Sumber,Daging Sapi Murni,2026-07-16,152500.0
Pasar Sumber,Daging Sapi Murni,2026-07-17,153500.0
Pasar Sumber,Gas Elpiji,2026-07-04,12500.0
Pasar Sumber,Gas Elpiji,2026-07-05,12500.0
Pasar Sumber,Gas Elpiji,2026-07-06,13000.0
Pasar Sumber,Gas Elpiji,2026-07-07,14000.0
Pasar Sumber,Gas Elpiji,2026-07-08,15000.0
Pasar Sumber,Gas Elpiji,2026-07-09,15000.0
Pasar Sumber,Gas Elpiji,2026-07-10,14500.0
Pasar Sumber,Gas Elpiji,2026-07-11,15000.0
Pasar Sumber,Gas Elpiji,2026-07-12,16000.0
Pasar Sumber,Gas Elpiji,2026-07-13,16500.0
Pasar Sumber,Gas Elpiji,2026-07-14,17000.0
Pasar Sumber,Gas Elpiji,2026-07-15,16000.0
Pasar Sumber,Gas Elpiji,2026-07-16,16000.0
Pasar Sumber,Gas Elpiji,2026-07-17,16500.0
Pasar Sumber,Ikan Asin Peda,2026-07-04,20000.0
Pasar Sumber,Ikan Asin Peda,2026-07-05,20000.0
Pasar Sumber,Ikan Asin Peda,2026-07-06,20000.0
Pasar Sumber,Ikan Asin Peda,2026-07-07,20000.0
Pasar Sumber,Ikan Asin Peda,2026-07-08,20000.0
Pasar Sumber,Ikan Asin Peda,2026-07-09,20000.0
Pasar Sumber,Ikan Asin Peda,2026-07-10,20000.0
Pasar Sumber,Ikan Asin Peda,2026-07-11,20000.0
Pasar Sumber,Ikan Asin Peda,2026-07-12,20000.0
Pasar Sumber,Ikan Asin Peda,2026-07-13,20000.0
Pasar Sumber,Ikan Asin Peda,2026-07-14,20000.0
Pasar Sumber,Ikan Asin Peda,2026-07-15,20000.0
Pasar Sumber,Ikan Asin Peda,2026-07-16,20000.0
Pasar Sumber,Ikan Asin Peda,2026-07-17,20000.0
Pasar Sumber,Gula Impor,2026-07-04,17000.0
Pasar Sumber,Gula Impor,2026-07-05,17000.0
Pasar Sumber,Gula Impor,2026-07-06,17000.0
Pasar Sumber,Gula Impor,2026-07-07,17000.0
Pasar Sumber,Gula Impor,2026-07-08,17000.0
Pasar Sumber,Gula Impor,2026-07-09,17000.0
Pasar Sumber,Gula Impor,2026-07-10,17000.0
Pasar Sumber,Gula Impor,2026-07-11,17000.0
Pasar Sumber,Gula Impor,2026-07-12,17000.0
Pasar Sumber,Gula Impor,2026-07-13,17000.0
Pasar Sumber,Gula Impor,2026-07-14,17000.0
Pasar Sumber,Gula Impor,2026-07-15,17000.0
Pasar Sumber,Gula Impor,2026-07-16,17000.0
Pasar Sumber,Gula Impor,2026-07-17,17000.0
Pasar Sumber,Gula Batu,2026-07-04,18000.0
Pasar Sumber,Gula Batu,2026-07-05,18000.0
Pasar Sumber,Gula Batu,2026-07-06,18000.0
Pasar Sumber,Gula Batu,2026-07-07,18000.0
Pasar Sumber,Gula Batu,2026-07-08,18000.0
Pasar Sumber,Gula Batu,2026-07-09,18000.0
Pasar Sumber,Gula Batu,2026-07-10,18000.0
Pasar Sumber,Gula Batu,2026-07-11,18000.0
Pasar Sumber,Gula Batu,2026-07-12,18000.0
Pasar Sumber,Gula Batu,2026-07-13,18000.0
Pasar Sumber,Gula Batu,2026-07-14,18000.0
Pasar Sumber,Gula Batu,2026-07-15,18000.0
Pasar Sumber,Gula Batu,2026-07-16,18000.0
Pasar Sumber,Gula Batu,2026-07-17,18000.0
Pasar Sumber,Ikan Asin Teri,2026-07-04,20000.0
Pasar Sumber,Ikan Asin Teri,2026-07-05,20000.0
Pasar Sumber,Ikan Asin Teri,2026-07-06,20000.0
Pasar Sumber,Ikan Asin Teri,2026-07-07,20000.0
Pasar Sumber,Ikan Asin Teri,2026-07-08,20000.0
Pasar Sumber,Ikan Asin Teri,2026-07-09,20000.0
Pasar Sumber,Ikan Asin Teri,2026-07-10,20000.0
Pasar Sumber,Ikan Asin Teri,2026-07-11,20000.0
Pasar Sumber,Ikan Asin Teri,2026-07-12,20000.0
Pasar Sumber,Ikan Asin Teri,2026-07-13,20000.0
Pasar Sumber,Ikan Asin Teri,2026-07-14,20000.0
Pasar Sumber,Ikan Asin Teri,2026-07-15,20000.0
Pasar Sumber,Ikan Asin Teri,2026-07-16,20000.0
Pasar Sumber,Ikan Asin Teri,2026-07-17,20000.0
Pasar Sumber,Ikan Asin Kembung,2026-07-04,18000.0
Pasar Sumber,Ikan Asin Kembung,2026-07-05,18000.0
Pasar Sumber,Ikan Asin Kembung,2026-07-06,18000.0
Pasar Sumber,Ikan Asin Kembung,2026-07-07,18000.0
Pasar Sumber,Ikan Asin Kembung,2026-07-08,18000.0
Pasar Sumber,Ikan Asin Kembung,2026-07-09,18000.0
Pasar Sumber,Ikan Asin Kembung,2026-07-10,18000.0
Pasar Sumber,Ikan Asin Kembung,2026-07-11,18000.0
Pasar Sumber,Ikan Asin Kembung,2026-07-12,18000.0
Pasar Sumber,Ikan Asin Kembung,2026-07-13,18000.0
Pasar Sumber,Ikan Asin Kembung,2026-07-14,18500.0
Pasar Sumber,Ikan Asin Kembung,2026-07-15,18500.0
Pasar Sumber,Ikan Asin Kembung,2026-07-16,18500.0
Pasar Sumber,Ikan Asin Kembung,2026-07-17,19000.0
Pasar Sumber,Gula Merah,2026-07-04,18000.0
Pasar Sumber,Gula Merah,2026-07-05,18000.0
Pasar Sumber,Gula Merah,2026-07-06,18000.0
Pasar Sumber,Gula Merah,2026-07-07,18000.0
Pasar Sumber,Gula Merah,2026-07-08,18000.0
Pasar Sumber,Gula Merah,2026-07-09,18000.0
Pasar Sumber,Gula Merah,2026-07-10,18000.0
Pasar Sumber,Gula Merah,2026-07-11,18000.0
Pasar Sumber,Gula Merah,2026-07-12,18000.0
Pasar Sumber,Gula Merah,2026-07-13,18000.0
Pasar Sumber,Gula Merah,2026-07-14,18000.0
Pasar Sumber,Gula Merah,2026-07-15,18000.0
Pasar Sumber,Gula Merah,2026-07-16,18000.0
Pasar Sumber,Gula Merah,2026-07-17,18000.0
Pasar Sumber,Gula Pasir lokal,2026-07-04,19000.0
Pasar Sumber,Gula Pasir lokal,2026-07-05,19000.0
Pasar Sumber,Gula Pasir lokal,2026-07-06,19000.0
Pasar Sumber,Gula Pasir lokal,2026-07-07,19000.0
Pasar Sumber,Gula Pasir lokal,2026-07-08,19000.0
Pasar Sumber,Gula Pasir lokal,2026-07-09,19000.0
Pasar Sumber,Gula Pasir lokal,2026-07-10,19000.0
Pasar Sumber,Gula Pasir lokal,2026-07-11,19000.0
Pasar Sumber,Gula Pasir lokal,2026-07-12,19000.0
Pasar Sumber,Gula Pasir lokal,2026-07-13,19000.0
Pasar Sumber,Gula Pasir lokal,2026-07-14,19000.0
Pasar Sumber,Gula Pasir lokal,2026-07-15,19000.0
Pasar Sumber,Gula Pasir lokal,2026-07-16,19000.0
Pasar Sumber,Gula Pasir lokal,2026-07-17,19000.0
Pasar Sumber,Ikan Asin Tiga Wajan,2026-07-04,15000.0
Pasar Sumber,Ikan Asin Tiga Wajan,2026-07-05,15000.0
Pasar Sumber,Ikan Asin Tiga Wajan,2026-07-06,15000.0
Pasar Sumber,Ikan Asin Tiga Wajan,2026-07-07,15000.0
Pasar Sumber,Ikan Asin Tiga Wajan,2026-07-08,15500.0
Pasar Sumber,Ikan Asin Tiga Wajan,2026-07-09,16500.0
Pasar Sumber,Ikan Asin Tiga Wajan,2026-07-10,16500.0
Pasar Sumber,Ikan Asin Tiga Wajan,2026-07-11,16500.0
Pasar Sumber,Ikan Asin Tiga Wajan,2026-07-12,16500.0
Pasar Sumber,Ikan Asin Tiga Wajan,2026-07-13,16500.0
Pasar Sumber,Ikan Asin Tiga Wajan,2026-07-14,16000.0
Pasar Sumber,Ikan Asin Tiga Wajan,2026-07-15,16000.0
Pasar Sumber,Ikan Asin Tiga Wajan,2026-07-16,15500.0
Pasar Sumber,Ikan Asin Tiga Wajan,2026-07-17,15500.0
Pasar Sumber,Ikan Kembung Layang,2026-07-04,110000.0
Pasar Sumber,Ikan Kembung Layang,2026-07-05,110000.0
Pasar Sumber,Ikan Kembung Layang,2026-07-06,110000.0
Pasar Sumber,Ikan Kembung Layang,2026-07-07,110000.0
Pasar Sumber,Ikan Kembung Layang,2026-07-08,110000.0
Pasar Sumber,Ikan Kembung Layang,2026-07-09,110000.0
Pasar Sumber,Ikan Kembung Layang,2026-07-10,110000.0
Pasar Sumber,Ikan Kembung Layang,2026-07-11,110000.0
Pasar Sumber,Ikan Kembung Layang,2026-07-12,110000.0
Pasar Sumber,Ikan Kembung Layang,2026-07-13,110000.0
Pasar Sumber,Ikan Kembung Layang,2026-07-14,110000.0
Pasar Sumber,Ikan Kembung Layang,2026-07-15,110000.0
Pasar Sumber,Ikan Kembung Layang,2026-07-16,110000.0
Pasar Sumber,Ikan Kembung Layang,2026-07-17,110000.0
Pasar Sumber,Jagung Manis,2026-07-04,9500.0
Pasar Sumber,Jagung Manis,2026-07-05,9500.0
Pasar Sumber,Jagung Manis,2026-07-06,9500.0
Pasar Sumber,Jagung Manis,2026-07-07,9500.0
Pasar Sumber,Jagung Manis,2026-07-08,9500.0
Pasar Sumber,Jagung Manis,2026-07-09,9500.0
Pasar Sumber,Jagung Manis,2026-07-10,9500.0
Pasar Sumber,Jagung Manis,2026-07-11,9500.0
Pasar Sumber,Jagung Manis,2026-07-12,9500.0
Pasar Sumber,Jagung Manis,2026-07-13,9500.0
Pasar Sumber,Jagung Manis,2026-07-14,9500.0
Pasar Sumber,Jagung Manis,2026-07-15,9500.0
Pasar Sumber,Jagung Manis,2026-07-16,9500.0
Pasar Sumber,Jagung Manis,2026-07-17,9500.0
Pasar Sumber,Ikan Bandeng,2026-07-04,32000.0
Pasar Sumber,Ikan Bandeng,2026-07-05,32000.0
Pasar Sumber,Ikan Bandeng,2026-07-06,32000.0
Pasar Sumber,Ikan Bandeng,2026-07-07,32000.0
Pasar Sumber,Ikan Bandeng,2026-07-08,32000.0
Pasar Sumber,Ikan Bandeng,2026-07-09,32000.0
Pasar Sumber,Ikan Bandeng,2026-07-10,32000.0
Pasar Sumber,Ikan Bandeng,2026-07-11,32000.0
Pasar Sumber,Ikan Bandeng,2026-07-12,32000.0
Pasar Sumber,Ikan Bandeng,2026-07-13,32000.0
Pasar Sumber,Ikan Bandeng,2026-07-14,32000.0
Pasar Sumber,Ikan Bandeng,2026-07-15,32000.0
Pasar Sumber,Ikan Bandeng,2026-07-16,32000.0
Pasar Sumber,Ikan Bandeng,2026-07-17,32000.0
Pasar Sumber,Ikan Kembung,2026-07-04,46000.0
Pasar Sumber,Ikan Kembung,2026-07-05,46000.0
Pasar Sumber,Ikan Kembung,2026-07-06,46000.0
Pasar Sumber,Ikan Kembung,2026-07-07,46000.0
Pasar Sumber,Ikan Kembung,2026-07-08,46000.0
Pasar Sumber,Ikan Kembung,2026-07-09,46000.0
Pasar Sumber,Ikan Kembung,2026-07-10,46000.0
Pasar Sumber,Ikan Kembung,2026-07-11,46000.0
Pasar Sumber,Ikan Kembung,2026-07-12,46000.0
Pasar Sumber,Ikan Kembung,2026-07-13,46000.0
Pasar Sumber,Ikan Kembung,2026-07-14,46000.0
Pasar Sumber,Ikan Kembung,2026-07-15,46000.0
Pasar Sumber,Ikan Kembung,2026-07-16,46000.0
Pasar Sumber,Ikan Kembung,2026-07-17,46000.0
Pasar Sumber,Indomie Kari Ayam,2026-07-04,3000.0
Pasar Sumber,Indomie Kari Ayam,2026-07-05,3000.0
Pasar Sumber,Indomie Kari Ayam,2026-07-06,3000.0
Pasar Sumber,Indomie Kari Ayam,2026-07-07,3000.0
Pasar Sumber,Indomie Kari Ayam,2026-07-08,3000.0
Pasar Sumber,Indomie Kari Ayam,2026-07-09,3000.0
Pasar Sumber,Indomie Kari Ayam,2026-07-10,3000.0
Pasar Sumber,Indomie Kari Ayam,2026-07-11,2500.0
Pasar Sumber,Indomie Kari Ayam,2026-07-12,3000.0
Pasar Sumber,Indomie Kari Ayam,2026-07-13,3000.0
Pasar Sumber,Indomie Kari Ayam,2026-07-14,3000.0
Pasar Sumber,Indomie Kari Ayam,2026-07-15,3000.0
Pasar Sumber,Indomie Kari Ayam,2026-07-16,3000.0
Pasar Sumber,Indomie Kari Ayam,2026-07-17,3000.0
Pasar Sumber,Ikan Tongkol,2026-07-04,30000.0
Pasar Sumber,Ikan Tongkol,2026-07-05,30000.0
Pasar Sumber,Ikan Tongkol,2026-07-06,30500.0
Pasar Sumber,Ikan Tongkol,2026-07-07,30000.0
